117,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.361,0.462,-86.32418,0.89561,783,30,,0.422,0.524
117,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.393,0.402,-22.59923,0.97204,797,9,,-0.494,0.479
117,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.651,-0.412,-160.32584,0.81611,789,75,,0.697,-0.288
117,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.678,0.102,-104.02708,0.87835,802,46,,0.647,0.277
117,House,22108,41,1,AL,200,,,"CARL, Jerry L.",C001054,1958,,0.512,0.554,-67.46716,0.9197,806,31,,0.512,0.553
117,House,22140,41,2,AL,200,,,"MOORE, Barry",M001212,1966,,0.625,-0.11,-130.6678,0.84878,797,69,,0.624,-0.109
117,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.382,0.574,-135.17277,0.84436,799,54,,0.542,0.358
117,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.283,0.022,-83.13235,0.81484,406,33,,0.255,0.047
117,House,22168,81,1,AK,100,,,"PELTOLA, Mary Sattler",P000619,1973,,-0.698,-0.337,-3.2208,0.96324,86,1,,-0.699,-0.335
117,House,21995,93,0,AS,200,,,"RADEWAGEN, Aumua Amata Coleman",R000600,1947,,0.413,0.014,,,,,,,
117,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.598,-0.256,-11.24002,0.98596,795,4,,-0.529,-0.305
117,House,20902,61,2,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.169,-0.01,-30.88325,0.96254,809,14,,-0.423,0.144
117,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.698,-0.485,-141.32469,0.83714,795,65,,0.736,-0.554
117,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.575,-0.292,-152.17712,0.82833,808,71,,0.553,-0.256
117,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.45,0.026,-17.53565,0.9785,807,9,,-0.49,0.336
117,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.843,-0.537,-120.03656,0.86115,803,50,,0.773,-0.634
117,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.197,0.18,-20.27912,0.97494,799,6,,-0.298,0.492
117,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.613,-0.095,-127.69465,0.84131,739,53,,0.614,-0.142
117,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.288,0.105,-23.81727,0.97106,811,10,,-0.263,0.253
117,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.437,0.467,-93.24504,0.8905,804,40,,0.538,0.435
